44,76604,Ultrasonido de torax,,,,1,D,99,A,A,X,,4,CPT
45,76645,Ecografia Mamaria,,,,1,D,99,A,A,X,,4,CPT
46,76700,Ecografia Abdominal completa,,,,1,D,99,A,A,X,,4,CPT
47,76770,Ecografia renal,,,,1,D,99,A,A,X,,4,CPT
48,76778,"Ecografia de Rinon Transplantado, Rastreo B y/o en Tiempo Real con Documentacion de la Imagen, con Osin Estudios Doppler D?plex",,,,1,D,99,A,A,X,,4,CPT
49,76800,"Ecografia, Canal Espinal y Contenido",,,,1,D,99,A,A,X,,4,CPT
50,76805,"Ecografia, Utero Gravido, Rastreo B y/o en Tiempo Real con Documentacion de la Imagen; Completa (Evaluacion Fetal y Materna Completa)",,,F,10,A,60,A,A,X,,4,CPT
51,76830,Ecografia transvaginal obstetrica,,,F,10,A,75,A,A,X,,4,CPT
52,76856,Ultrasonido pelvico (no obstetrico),,,,1,D,99,A,A,X,,4,CPT
53,76870,"Ecografia, Escroto y Contenido",,,M,1,D,99,A,A,X,,4,CPT
54,76872,Ultrasonido prostatico transrectal,,,M,10,A,99,A,A,X,,4,CPT
55,76880,"Ecografia, Extremidades, No Vascular, Rastreo B y/o en Tiempo Real con Documentacion de la Imagen",,,,1,D,99,A,A,X,,4,CPT
56,76885,Ultrasonido de caderas de lactante,,,,1,D,99,A,A,X,,4,CPT
57,76950,"Ecografia para la Colocacion de Campos de Terapia de Radiacion, Rastreo B",,,,1,D,99,A,A,X,,4,CPT
58,76986,Ecografia Intraquirurgica,,,,1,D,99,A,A,X,,4,CPT
59,92100,Determinacion de la presion intraocular bilateral,,,,1,D,99,A,A,X,,4,CPT
60,92120,"Tonografia con Interpretacion E Informe, Metodo de Tonometro de Registro de Indentacion o M÷todo Desuccion Perilimbica",,,,1,D,99,A,A,X,,4,CPT
61,92130,Tonografia con Provocacion por Agua,,,,1,D,99,A,A,X,,4,CPT
62,92552,Audiometria de Tonos Puros (Umbral); Transmitidos Por Aire Solamente,,,,1,D,99,A,A,X,,4,CPT
63,92560,Audiometria de Bekesy; Evaluacion,,,,1,D,99,A,A,X,,4,CPT
64,92579,Audiometria de Refuerzo Visual (VRA),,,,1,D,99,A,A,X,,4,CPT
65,92582,Audiometria de Condicionamiento por Juego,,,,1,D,99,A,A,X,,4,CPT
66,92583,Audiometria de Cuadro Seleccionado,,,,1,D,99,A,A,X,,4,CPT
67,93015,Prueba de Esfuerzo,,,,1,D,99,A,A,X,,4,CPT
68,94010,Espirometria,,,,1,D,99,A,A,X,,4,CPT
69,94620,Prueba de Esfuerzo Pulmonar; Sencilla (P. Ej. Prueba de Ejercicio Prolongado para Broncoespasmo con Pre y Post Espirometria),,,,1,D,99,A,A,X,,4,CPT
70,95812,Electroencefalograma,,,,1,D,99,A,A,X,,4,CPT
71,95813,"Electroencefalograma (EEG), Control Prolongado; Mas de Una Hora",,,,1,D,99,A,A,X,,4,CPT
72,95816,"Electroencefalograma (EEG), Incluyendo el Registro en Estado de Vigilia y en Estado de Somnolencia (Incluye Hiperventilacion y/o Estimulacion Fotica Cuando Sea",,,,1,D,99,A,A,X,,4,CPT
73,95819,"Electroencefalograma (EEG), Incluyendo el Registro en Estado de Vigilia y en Estado de Sueno, (Incluye Hiperventilacion y/o Estimulacion Fotica Cuando Sea Aprop",,,,1,D,99,A,A,X,,4,CPT
74,95822,"Electroencefalograma (EEG), Durante el Sueno Solamente",,,,1,D,99,A,A,X,,4,CPT
75,95824,"Electroencefalograma (EEG), Evaluacion de Muerte Cerebral Solamente",,,,1,D,99,A,A,X,,4,CPT
76,95827,"Electroencefalograma (EEG), Sueno de Toda la Noche Solamente",,,,1,D,99,A,A,X,,4,CPT
77,97780,"Acupuntura, Una o Mas Agujas; sin Estimulacion Electrica",,,,1,D,99,A,A,X,,4,CPT
78,92015,Refraccion,,,,1,D,99,A,A,X,,4,CPT
79,44360,"Endoscopia del Intestino Delgado, Enteroscopia Mas Alla de la Segunda Porcion del Duodeno, Sinincluir el Ileon; Diagnostica, con o sin Recoleccion de Especimene",,,,1,D,99,A,A,X,,4,CPT
80,44361,Biopsia de lesion de intestino delgado,,,,1,D,99,A,A,X,,4,CPT
81,44363,"Endoscopia del Intestino Delg., Enteroscopia Mas Alla de la Segunda Porc. del Duodeno, sin Incluir el Ileon;C/Extirpacion de Cuerpo Ext.",,,,1,D,99,A,A,X,,4,CPT
82,44364,"Endoscopia del Intestino Delgado, Enteroscopia Mas Alla de la Segunda Porcion del Duodeno, sin Incluir el Ileon; con Extirpacion de Tumores, Polipos, U Otra Les",,,,1,D,99,A,A,X,,4,CPT
83,44365,"Endoscopia del Intestino Delgado, Enteroscopia Mas Alla de la Segunda Porcion del Duodeno, sin Incluir el Ileon; con Extirpacion de Tumores, Polipos, U Otra Les",,,,1,D,99,A,A,X,,4,CPT
84,44366,"Endoscopia del Intest. Delg., Enteroscopia Mas Alla de la Seg. Porc. del Duodeno,S/Incluir el Ileon; C/ Cont. de Sangrado, Cualquier M÷t.",,,,1,D,99,A,A,X,,4,CPT
85,44369,"Endoscopia del Intestino Delg., Enteroscopia Mas Alla de la Segunda Porc. del Duodeno, sin Incluir el Ileon; con Ablacion de Tumores, Polipos, U Otra Les. No Fa",,,,1,D,99,A,A,X,,4,CPT
86,44372,"Endoscopia del Intestino Delgado, Enteroscopia Mas Alla de la Segunda Porcion del Duodeno, sin Incluir el Ileon; con Colocacion de Tubo Percutaneo de Yeyunostom",,,,1,D,99,A,A,X,,4,CPT
87,44373,"Endoscopia del Intestino Delgado, Enteroscopia Mas Alla de la Segunda Porcion del Duodeno, sin Incluir el Ileon; con Conversion de Tubo Percutaneo de Gastrostom",,,,1,D,99,A,A,X,,4,CPT
88,44376,"Endoscopia del Intestino Delgado, Enteroscopia Mas Alla de la Segunda Porcion del Duodeno, Incluyendo Ileon; Diagnostica, con o sin Recoleccion de Especimenes M",,,,1,D,99,A,A,X,,4,CPT
89,44377,"Endoscopia del Intestino Delgado, Enteroscopia Mas Alla de la Segunda Porcion del Duodeno, Incluyendo Ileon; con Biopsia, Ønica o M?ltiple",,,,1,D,99,A,A,X,,4,CPT
90,44378,"Endoscopia del Intestino Delgado, Enteroscopia Mas Alla de la Segunda Porcion del Duodeno, Incluyendo Ileon; con Control de Sangrado, Cualquier M÷todo",,,,1,D,99,A,A,X,,4,CPT
91,32002,Toracentesis,,,,1,D,99,A,A,X,,4,CPT
92,55700,"Biopsia, Prostata; con Aguja o en Sacabocado, Una Sola o Varias, Cualquier Abordaje",,,M,10,A,99,A,A,X,,4,CPT
93,55705,"Biopsia, Prostata; Incisional, Cualquier Abordaje",,,M,10,A,99,A,A,X,,4,CPT
94,56351,"Histeroscopia, Quirurgica; con Toma de Muestra (Biopsia) de Endometrio y/o Polipectomia, con o sin D y L (Dilatacion y Legrado)",,,F,20,A,99,A,I,X,,4,CPT
95,30100,"Biopsia, Intranasal",,,,1,D,99,A,A,X,,4,CPT
96,30801,"Cauterizacion y/o Ablacion, Mucosa de Cornete Nasal, Unilateral o Bilateral, Cualquier Metodo,",,,,1,D,99,A,A,X,,4,CPT
97,31505,"Laringoscopia, Indirecta (Procedimiento Separado); Diagnostico",,,,1,D,99,A,A,X,,4,CPT
98,31510,"Laringoscopia, Indirecta (Procedimiento Separado); con Biopsia",,,,1,D,99,A,A,X,,4,CPT
99,69420,Miringotomia Incluyendo Aspiracion y/o Insuflaci On de Conducto de Eustaquio,,,,1,D,99,A,A,X,,4,CPT
101,A000,"Colera debido a Vibrio Cholerae O1, Biotipo Cholerae",,ALERTA,,1,D,99,A,A,,A00,1,CIX
102,A001,"Colera debido a Vibrio Cholerae O1, Biotipo el Tor",,ALERTA,,1,D,99,A,A,,A00,1,CIX
103,A009,Colera,,ALERTA,,1,D,99,A,A,,A00,1,CIX
108,A010,Fiebre Tifoidea,,ALERTA,,1,D,99,A,A,,A01,1,CIX
109,A0109,Fiebre Tifoidea con diarrea,,ALERTA,,1,D,99,A,A,,A01,1,CIX
110,A011,Fiebre Paratifoidea A,,ALERTA,,1,D,99,A,A,,A01,1,CIX
111,A012,Fiebre Paratifoidea B,,ALERTA,,1,D,99,A,A,,A01,1,CIX
112,A013,Fiebre Paratifoidea C,,ALERTA,,1,D,99,A,A,,A01,1,CIX
113,A014,"Fiebre Paratifoidea, no Especificada",,ALERTA,,1,D,99,A,A,,A01,1,CIX
115,A020,Enteritis debida a Salmonella,,ALERTA,,1,D,99,A,A,,A02,1,CIX
116,A021,Septicemia debida a Salmonella,,ALERTA,,1,D,99,A,A,,A02,1,CIX
117,A022,Infecciones Localizadas debidas a Salmonella,,ALERTA,,1,D,99,A,A,,A02,1,CIX
118,A028,Otras Infecciones Especificadas como debidas a Salmonella,,ALERTA,,1,D,99,A,A,,A02,1,CIX
119,A029,"Infeccion debida a Salmonela, no Especificada",,ALERTA,,1,D,99,A,A,,A02,1,CIX
120,A030,Shigelosis debida a Shigella Dysenteriae,,ALERTA,,1,D,99,A,A,,A03,1,CIX
121,A031,Shigelosis debida a Shigella Flexneri,,ALERTA,,1,D,99,A,A,,A03,1,CIX
122,A032,Shigelosis debida a Shigella Boydii,,ALERTA,,1,D,99,A,A,,A03,1,CIX
123,A033,Shigelosis debida a Shigella Sonnei,,ALERTA,,1,D,99,A,A,,A03,1,CIX
124,A038,Otras Shigelosis,,ALERTA,,1,D,99,A,A,,A03,1,CIX
125,A039,Shiguellosis sin Especificacion,,ALERTA,,1,D,99,A,A,,A03,1,CIX
126,A040,Infeccion debida a Escherichia Coli Enteropatogena,,ALERTA,,1,D,99,A,A,,A04,1,CIX
127,A041,Infeccion debida a Escherichia Coli Enterotoxigena,,ALERTA,,1,D,99,A,A,,A04,1,CIX
128,A042,Infeccion debida a Escherichia Coli Enteroinvasiva,,ALERTA,,1,D,99,A,A,,A04,1,CIX
129,A043,Infeccion debida a Escherichia Coli Enterohemorragica,,ALERTA,,1,D,99,A,A,,A04,1,CIX
130,A044,Otras Infecciones Intestinales debidas a Escherichia Coli,,ALERTA,,1,D,99,A,A,,A04,1,CIX
131,A045,Enteritis debida a Campylobacter,,ALERTA,,1,D,99,A,A,,A04,1,CIX
132,A046,Enteritis debida a Yersinia Enterocolitica,,ALERTA,,1,D,99,A,A,,A04,1,CIX
133,A047,Enterocolitis debida a Clostridium difficile,,ALERTA,,1,D,99,A,A,,A04,1,CIX
134,A048,Otras Infecciones Intestinales Bacterianas Especificadas,,ALERTA,,1,D,99,A,A,,A04,1,CIX
135,A049,"Infeccion Intestinal Bacteriana, no Especificada",,ALERTA,,1,D,99,A,A,,A04,1,CIX
136,A050,Intoxicacion Alimentaria Estafilococica,,ALERTA,,1,D,99,A,A,,A05,1,CIX
137,A051,Botulismo,,ALERTA,,1,D,99,A,A,,A05,1,CIX
138,A052,Intoxicacion Alimentaria debida a Clostridium Perfringens Clostridium Welchii],,ALERTA,,1,D,99,A,A,,A05,1,CIX
139,A053,Intoxicacion Alimentaria debida a Vibrio Parahaemolyticus,,ALERTA,,1,D,99,A,A,,A05,1,CIX
140,A054,Intoxicacion Alimentaria debida a Bacillus Cereus,,ALERTA,,1,D,99,A,A,,A05,1,CIX
141,A058,Otras Intoxicaciones Alimentarias debidas a Bacterias Especificadas,,ALERTA,,1,D,99,A,A,,A05,1,CIX
142,A059,"Intoxicacion Alimentaria Bacteriana, no Especificada",,ALERTA,,1,D,99,A,A,,A05,1,CIX
143,A060,Disenteria Amebiana Aguda,,ALERTA,,1,D,99,A,A,,A06,1,CIX
144,A061,Amebiasis Intestinal Cronica,,ALERTA,,1,D,99,A,A,,A06,1,CIX
145,A062,Colitis Amebiana no disenterica,,ALERTA,,1,D,99,A,A,,A06,1,CIX
146,A063,Ameboma Intestinal,,ALERTA,,1,D,99,A,A,,A06,1,CIX
147,A064,Absceso Amebiano del Higado,,,,1,D,99,A,A,,A06,1,CIX
148,A065,Absceso Amebiano del Pulmon (J99.8*),,,,1,D,99,A,A,,A06,1,CIX
149,A066,Absceso Amebiano del Cerebro (G07*),,,,1,D,99,A,A,,A06,1,CIX
150,A067,Amebiasis Cutanea,,,,1,D,99,A,A,,A06,1,CIX
151,A068,Infeccion Amebiana de otras Localizaciones,,,,1,D,99,A,A,,A06,1,CIX
152,A069,"Amebiasis, no Especificada",,,,1,D,99,A,A,,A06,1,CIX
153,A070,Balantidiasis,,ALERTA,,1,D,99,A,A,,A07,1,CIX
154,A071,Giardiasis [Lambliasis],,ALERTA,,1,D,99,A,A,,A07,1,CIX
155,A072,Criptosporidiosis,,ALERTA,,1,D,99,A,A,,A07,1,CIX
156,A073,Isosporiasis,,ALERTA,,1,D,99,A,A,,A07,1,CIX
157,A078,Otras Enfermedades Intestinales Especificadas debidas a Protozoarios,,ALERTA,,1,D,99,A,A,,A07,1,CIX
158,A079,"Enfermedad Intestinal debida a Protozoarios, no Especificada",,ALERTA,,1,D,99,A,A,,A07,1,CIX
160,A080,Enteritis debida a Rotavirus,,ALERTA,,1,D,99,A,A,,A08,1,CIX
161,A081,Gastroenteropatia Aguda debida al Agente de Norwalk,,ALERTA,,1,D,99,A,A,,A08,1,CIX
162,A082,Enteritis debida a Adenovirus,,ALERTA,,1,D,99,A,A,,A08,1,CIX
163,A083,Otras Enteritis Virales,,ALERTA,,1,D,99,A,A,,A08,1,CIX
164,A084,"Infeccion Intestinal Viral, sin otra Especificacion",,ALERTA,,1,D,99,A,A,,A08,1,CIX
165,A085,Otras Infecciones Intestinales Especificadas,,ALERTA,,1,D,99,A,A,,A08,1,CIX
166,A09X,Infecciones Intestinales debidas a otros Organismos sin Especificar,,,,1,D,99,A,A,,A09,1,CIX
175,A150,TBC Pulmonar  Bk (+),,ALERTA,,28,D,99,A,A,,A15,1,CIX
176,A151,TBC Pulmonar Solo Cultivo Positivo,,ALERTA,,28,D,99,A,A,,A15,1,CIX
177,A152,"Tuberculosis del Pulmon, Confirmada Histologicamente",,ALERTA,,28,D,99,A,A,,A15,1,CIX
178,A153,"TBC Pulmonar, Confirmada por Medios no Especificados",,ALERTA,,28,D,99,A,A,,A15,1,CIX
179,A154,"Tuberculosis de Ganglios Linfaticos Intratoracicos, Confirmada Bacteriologica e Histolog",,ALERTA,,28,D,99,A,A,,A15,1,CIX
180,A155,"Tuberculosis de Laringe, Traquea y Bronquios, Confirmada Bacteriologica e Histologicamen",,ALERTA,,28,D,99,A,A,,A15,1,CIX
181,A156,"Pleuresia Tuberculosa, Confirmada Bacteriologica e Histologicamente",,ALERTA,,28,D,99,A,A,,A15,1,CIX
182,A157,"Tuberculosis Respiratoria Primaria, Confirmada Bacteriologica e Histologicamente",,ALERTA,,1,D,99,A,A,,A15,1,CIX
183,A158,"Otras Tuberculosis Respiratorias, Confirmadas Bacteriologica e Histologicamente",,ALERTA,,28,D,99,A,A,,A15,1,CIX
184,A159,"Tuberculosis Respiratoria no Especificada, Confirmada Bacteriologica e Histologicamente",,ALERTA,,28,D,99,A,A,,A15,1,CIX
185,A160,TBC Pulmonar Bk (-) Cultivo (-),,ALERTA,,28,D,99,A,A,,A16,1,CIX
186,A161,"Tuberculosis del Pulmon, sin Examen Bacteriologico e Histologico",,ALERTA,,28,D,99,A,A,,A16,1,CIX
187,A162,"Tuberculosis del Pulmon, sin Mencion de Confirmacion Bacteriologica o Histologica",,ALERTA,,28,D,99,A,A,,A16,1,CIX
188,A163,"Tuberculosis de Ganglios Linfaticos Intratoracicos, sin Mencion de Confirmacion Bacterio",,ALERTA,,28,D,99,A,A,,A16,1,CIX
189,A164,"Tuberculosis de Laringe, Traquea y Bronquios, sin Mencion de Confirmacion Bacteriologica",,ALERTA,,28,D,99,A,A,,A16,1,CIX
190,A165,"Pleuresia Tuberculosa, sin Mencion de Confirmacion Bacteriologica o Histologica",,ALERTA,,28,D,99,A,A,,A16,1,CIX
191,A167,"Tuberculosis Respiratoria Primaria, sin Mencion de Confirmacion Bacteriologica o Histolo",,ALERTA,,1,D,99,A,A,,A16,1,CIX
192,A168,"Otras Tuberculosis Respiratorias, sin Mencion de Confirmacion",,ALERTA,,28,D,99,A,A,,A16,1,CIX
193,A169,TBC Respiratoria no Especificada / TBC Pulmonar sin Baciloscopia,,ALERTA,,28,D,99,A,A,,A16,1,CIX
194,A170,Meningitis Tuberculosa (G01*),,ALERTA,,28,D,99,A,A,,A17,1,CIX
195,A171,Tuberculoma Meningeo (G07*),,ALERTA,,28,D,99,A,A,,A17,1,CIX
196,A178,Otras Tuberculosis del Sistema Nervioso,,ALERTA,,28,D,99,A,A,,A17,1,CIX
198,A179,"Tuberculosis del Sistema Nervioso, no Especificada (G99.8*)",,ALERTA,,28,D,99,A,A,,A17,1,CIX
199,A180,Tuberculosis de Huesos y Articulaciones,,ALERTA,,28,D,99,A,A,,A18,1,CIX
203,A181,Tuberculosis del Aparato Genitourinario,,ALERTA,,28,D,99,A,A,,A18,1,CIX
207,A182,Linfadenopatia Periferica Tuberculosa,,ALERTA,,28,D,99,A,A,,A18,1,CIX
211,A183,"Tuberculosis de los Intestinos, el Peritoneo y los Ganglios Mesentericos",,ALERTA,,28,D,99,A,A,,A18,1,CIX
215,A184,Tuberculosis de la Piel y el Tejido Subcutaneo,,ALERTA,,28,D,99,A,A,,A18,1,CIX
219,A185,Tuberculosis del Ojo,,ALERTA,,28,D,99,A,A,,A18,1,CIX
223,A186,Tuberculosis del Oido,,ALERTA,,28,D,99,A,A,,A18,1,CIX
227,A187,Tuberculosis de Glandulas Suprarrenales (E35.1*),,ALERTA,,28,D,99,A,A,,A18,1,CIX
231,A188,Tuberculosis de otros Organos Especificados,,ALERTA,,28,D,99,A,A,,A18,1,CIX
235,A1891,TB Extrapulmonar sin Confirmacion,,,,28,D,99,A,I,,A18,1,CIX
236,A1892,TB Extrapulmonar con Confirmacion Histopatologica,,,,28,D,99,A,I,,A18,1,CIX
237,A1893,TB Extrapulmonar con Confirmacion Bacteriologica,,,,28,D,99,A,I,,A18,1,CIX
238,A190,Tuberculosis Miliar Aguda de un Solo Sitio Especificado,,ALERTA,,28,D,99,A,A,,A19,1,CIX
239,A191,Tuberculosis Miliar Aguda de Sitios Multiples,,ALERTA,,28,D,99,A,A,,A19,1,CIX
240,A192,"Tuberculosis Miliar Aguda, no Especificada",,ALERTA,,28,D,99,A,A,,A19,1,CIX
241,A198,Otras Tuberculosis Miliares,,ALERTA,,28,D,99,A,A,,A19,1,CIX
242,A199,"Tuberculosis Miliar, sin otra Especificacion",,ALERTA,,28,D,99,A,A,,A19,1,CIX
243,A200,Peste Bubonica,,ALERTA,,1,D,99,A,A,,A20,1,CIX
244,A201,Peste Celulocutanea,,ALERTA,,1,D,99,A,A,,A20,1,CIX
245,A202,Peste Mumonica,,ALERTA,,1,D,99,A,A,,A20,1,CIX
246,A203,Meningitis por Peste,,ALERTA,,1,D,99,A,A,,A20,1,CIX
247,A207,Peste Septicemica,,ALERTA,,1,D,99,A,A,,A20,1,CIX
248,A208,Otras Formas de Peste,,ALERTA,,1,D,99,A,A,,A20,1,CIX
249,A209,Peste no Especificada,,ALERTA,,1,D,99,A,A,,A20,1,CIX
250,A210,Tularemia Ulceroglandular,,,,1,D,99,A,A,,A21,1,CIX
251,A211,Tularemia Oculoglandular,,,,1,D,99,A,A,,A21,1,CIX
252,A212,Tularemia Pulmonar,,,,1,D,99,A,A,,A21,1,CIX
253,A213,Tularemia Gastrointestinal,,,,1,D,99,A,A,,A21,1,CIX
254,A217,Tularemia Generalizada,,,,1,D,99,A,A,,A21,1,CIX
255,A218,Otras Formas de Tularemia,,,,1,D,99,A,A,,A21,1,CIX
256,A219,"Tularemia, no Especificada",,,,1,D,99,A,A,,A21,1,CIX
257,A220,Carbunco Cutaneo,,ALERTA,,1,D,99,A,A,,A22,1,CIX
258,A221,Carbunco Pulmonar,,ALERTA,,1,D,99,A,A,,A22,1,CIX
259,A222,Carbunco Gastrointestinal,,ALERTA,,1,D,99,A,A,,A22,1,CIX
260,A227,Carbunco Septicemico,,ALERTA,,1,D,99,A,A,,A22,1,CIX
261,A228,Otras Formas de Carbunco,,ALERTA,,1,D,99,A,A,,A22,1,CIX
262,A229,"Carbunco, no Especificado",,ALERTA,,1,D,99,A,A,,A22,1,CIX
263,A230,Brucelosis debida a Brucella Melitensis,,ALERTA,,1,D,99,A,A,,A23,1,CIX
264,A231,Brucelosis debida a Brucella Abortus,,ALERTA,,1,D,99,A,A,,A23,1,CIX
265,A232,Brucelosis debida a Brucella Suis,,ALERTA,,1,D,99,A,A,,A23,1,CIX
266,A233,Brucelosis debida a Brucella Canis,,ALERTA,,1,D,99,A,A,,A23,1,CIX
267,A238,Otras Brucelosis,,ALERTA,,1,D,99,A,A,,A23,1,CIX
268,A239,Brucelosis no Especificada,,ALERTA,,1,D,99,A,A,,A23,1,CIX
269,A240,Muermo,,,,1,D,99,A,A,,A24,1,CIX
270,A241,Melioidosis Aguda y Fulminante,,,,1,D,99,A,A,,A24,1,CIX
271,A242,Melioidosis Subaguda y Cronica,,,,1,D,99,A,A,,A24,1,CIX
272,A243,Otras Melioidosis,,,,1,D,99,A,A,,A24,1,CIX
273,A244,"Melioidosis, no Especificada",,,,1,D,99,A,A,,A24,1,CIX
274,A250,Espirilosis,,,,1,D,99,A,A,,A25,1,CIX
275,A251,Estreptobacilosis,,,,1,D,99,A,A,,A25,1,CIX
276,A259,"Fiebre por Mordedura de Rata, no Especificada",,,,1,D,99,A,A,,A25,1,CIX
277,A260,Erisipeloide Cutaneo,,,,1,D,99,A,A,,A26,1,CIX
278,A267,Septicemia por Erysipelothrix,,,,1,D,99,A,A,,A26,1,CIX
279,A268,Otras Formas de Erisipeloide,,,,1,D,99,A,A,,A26,1,CIX
280,A269,"Erisipeloide, no Especificada",,,,1,D,99,A,A,,A26,1,CIX
281,A270,Leptospirosis Icterohemorragica,,,,1,D,99,A,A,,A27,1,CIX
282,A278,Otras Formas de Leptospirosis,,ALERTA,,1,D,99,A,A,,A27,1,CIX
283,A279,Leptospirosis no Especificada,,ALERTA,,1,D,99,A,A,,A27,1,CIX
284,A280,Pasteurelosis,,,,1,D,99,A,A,,A28,1,CIX
285,A281,Enfermedad por Rasguno de Gato,,,,1,D,99,A,A,,A28,1,CIX
286,A282,Yersiniosis Extraintestinal,,,,1,D,99,A,A,,A28,1,CIX
287,A288,"Otras Enfermedades Zoonoticas Bacterianas Especificadas, no Clasificadas en otra parte",,,,1,D,99,A,A,,A28,1,CIX
288,A289,"Enfermedad Zoonotica Bacteriana, sin otra Especificacion",,,,1,D,99,A,A,,A28,1,CIX
289,A300,Lepra Indeterminada,,ALERTA,,10,A,99,A,A,,A30,1,CIX
290,A301,Lepra Tuberculoide,,ALERTA,,10,A,99,A,A,,A30,1,CIX
291,A302,Lepra Tuberculoide Limitrofe,,ALERTA,,10,A,99,A,A,,A30,1,CIX
292,A303,Lepra Limitrofe,,ALERTA,,10,A,99,A,A,,A30,1,CIX
293,A304,Lepra Lepromatosa Limitrofe,,ALERTA,,10,A,99,A,A,,A30,1,CIX
294,A305,Lepra Lepromatosa,,ALERTA,,10,A,99,A,A,,A30,1,CIX
295,A308,Otras Formas de Lepra,,ALERTA,,10,A,99,A,A,,A30,1,CIX
296,A309,"Lepra, no Especificada",,ALERTA,,10,A,99,A,A,,A30,1,CIX
297,A310,Infecciones por Micobacterias Pulmonares,,,,1,D,99,A,A,,A31,1,CIX
298,A311,Infeccion Cutanea por Micobacterias,,,,1,D,99,A,A,,A31,1,CIX
299,A318,Otras Infecciones por Micobacterias,,,,1,D,99,A,A,,A31,1,CIX
300,A319,"Infeccion por Micobacteria, no Especificada",,,,1,D,99,A,A,,A31,1,CIX
301,A320,Listeriosis Cutanea,,,,28,D,99,A,A,,A32,1,CIX
302,A321,Meningitis y Meningoencefalitis Listeriana,,,,28,D,99,A,A,,A32,1,CIX
303,A327,Septicemia Listeriana,,,,28,D,99,A,A,,A32,1,CIX
304,A328,Otras Formas de Listeriosis,,,,28,D,99,A,A,,A32,1,CIX
305,A329,"Listeriosis, no Especificada",,,,28,D,99,A,A,,A32,1,CIX
